Date,CL=F,EURUSD=X,GC=F,PLN=X,^GSPC,^VIX,une_rt_m,T10Y2Y,TRESEGUSM052N,TRESEGPLM052N
2019-01-24,53.470001220703125,1.1393414735794067,1279.0999755859375,3.7903199195861816,2647.199951171875,20.25,3.7,0.16,115316.347258895,108195.8315905608
2019-01-25,53.93999862670898,1.1411616802215576,1297.4000244140625,3.7915000915527344,2672.3798828125,18.459999084472656,3.7,0.16,115316.347258895,108195.8315905608
2019-01-28,53.63999938964844,1.1445575952529907,1307.0999755859375,3.7685699462890634,2644.969970703125,20.420000076293945,3.7,0.15,115316.347258895,108195.8315905608
2019-01-29,53.93000030517578,1.145055651664734,1308.199951171875,3.763700008392334,2650.929931640625,19.93000030517578,3.7,0.16,115316.347258895,108195.8315905608
2019-01-30,54.93000030517578,1.1450294256210327,1323.4000244140625,3.759740114212036,2690.43994140625,19.309999465942383,3.7,0.18,115316.347258895,108195.8315905608
2019-01-31,55.369998931884766,1.1513707637786863,1325.4000244140625,3.732700109481812,2708.949951171875,17.719999313354492,3.7,0.18,115316.347258895,108195.8315905608
2019-02-01,55.65999984741211,1.1488442420959473,1320.699951171875,3.739300012588501,2716.659912109375,16.829999923706055,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-04,55.75,1.1462632417678833,1318.0999755859375,3.751499891281128,2724.989990234375,16.729999542236328,3.6,0.2,114786.3943735948,106993.7938457127
2019-02-05,55.209999084472656,1.1442956924438477,1315.0999755859375,3.759999990463257,2738.97998046875,15.9399995803833,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-06,54.29999923706055,1.141096591949463,1313.5,3.775899887084961,2738.080078125,15.869999885559082,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-07,54.209999084472656,1.1370097398757937,1310.4000244140625,3.796299934387207,2719.320068359375,17.889999389648438,3.6,0.17,114786.3943735948,106993.7938457127
2019-02-08,52.9900016784668,1.1350995302200315,1314.0,3.809109926223755,2708.070068359375,17.6299991607666,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-11,52.77999877929688,1.133144497871399,1313.4000244140625,3.8359999656677246,2718.050048828125,16.5,3.6,0.17,114786.3943735948,106993.7938457127
2019-02-12,54.04999923706055,1.1319899559020996,1312.0,3.8434998989105225,2748.18994140625,15.649999618530272,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-13,54.59999847412109,1.134429931640625,1316.0,3.8427000045776367,2761.85009765625,15.90999984741211,3.6,0.18,114786.3943735948,106993.7938457127
2019-02-14,54.68000030517578,1.130825161933899,1311.800048828125,3.85863995552063,2757.89990234375,17.270000457763672,3.6,0.16,114786.3943735948,106993.7938457127
2019-02-15,55.869998931884766,1.1298158168792725,1318.800048828125,3.8561298847198486,2775.659912109375,16.81999969482422,3.6,0.14,114786.3943735948,106993.7938457127
2019-02-18,55.869998931884766,1.1334141492843628,1318.800048828125,3.8340001106262207,2775.659912109375,16.81999969482422,3.6,0.14,114786.3943735948,106993.7938457127
2019-02-19,56.33000183105469,1.1341854333877563,1340.0999755859375,3.844840049743652,2787.330078125,16.15999984741211,3.6,0.15,114786.3943735948,106993.7938457127
2019-02-20,57.54999923706055,1.1369578838348389,1344.0,3.8324999809265137,2789.8798828125,15.1899995803833,3.6,0.15,114786.3943735948,106993.7938457127
2019-02-21,57.61000061035156,1.1365832090377808,1334.9000244140625,3.831300020217896,2781.580078125,15.170000076293944,3.6,0.16,114786.3943735948,106993.7938457127
2019-02-22,57.810001373291016,1.1355764865875244,1331.300048828125,3.830980062484741,2794.199951171875,14.470000267028809,3.6,0.17,114786.3943735948,106993.7938457127
2019-02-25,57.52999877929688,1.1367511749267578,1331.5999755859375,3.8271000385284415,2813.489990234375,14.899999618530272,3.6,0.16,114786.3943735948,106993.7938457127
2019-02-26,56.08000183105469,1.1378635168075562,1325.5,3.822900056838989,2803.1201171875,15.279999732971191,3.6,0.16,114786.3943735948,106993.7938457127
2019-02-27,57.38999938964844,1.140380859375,1327.9000244140625,3.804800033569336,2795.760009765625,16.170000076293945,3.6,0.19,114786.3943735948,106993.7938457127
2019-02-28,57.43000030517578,1.1422044038772583,1323.699951171875,3.795720100402832,2793.72998046875,15.239999771118164,3.6,0.21,114786.3943735948,106993.7938457127
2019-03-01,57.880001068115234,1.140888214111328,1312.199951171875,3.792200088500977,2808.02001953125,14.84000015258789,3.5,0.21,114133.9559796113,107594.3201000271
2019-03-04,57.0,1.1375269889831543,1287.0,3.801409959793091,2816.8798828125,16.979999542236328,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-05,57.18999862670898,1.1339154243469238,1287.0,3.8055500984191895,2796.43994140625,15.390000343322754,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-06,56.400001525878906,1.132502794265747,1287.0999755859375,3.809600114822388,2790.27001953125,16.110000610351562,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-07,56.9900016784668,1.1319899559020996,1284.5999755859375,3.846679925918579,2767.25,17.809999465942383,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-08,56.5099983215332,1.1244546175003052,1297.4000244140625,3.856100082397461,2744.1298828125,18.32999992370605,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-11,57.0099983215332,1.1257457733154297,1291.0,3.83240008354187,2784.0,16.43000030517578,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-12,57.54999923706055,1.129433035850525,1296.300048828125,3.8249199390411377,2798.320068359375,14.699999809265137,3.5,0.16,114133.9559796113,107594.3201000271
2019-03-13,58.47999954223633,1.1313753128051758,1307.5,3.812999963760376,2821.239990234375,14.050000190734863,3.5,0.16,114133.9559796113,107594.3201000271
2019-03-14,58.7400016784668,1.133594036102295,1293.4000244140625,3.8097000122070312,2815.0,13.84000015258789,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-15,58.95000076293945,1.1343011856079102,1304.699951171875,3.8078999519348153,2830.72998046875,13.279999732971191,3.5,0.16,114133.9559796113,107594.3201000271
2019-03-18,59.22999954223633,1.1359764337539673,1302.199951171875,3.798799991607666,2835.409912109375,13.800000190734863,3.5,0.15,114133.9559796113,107594.3201000271
2019-03-19,59.56999969482422,1.1363636255264282,1306.9000244140625,3.787300109863281,2852.419921875,13.770000457763672,3.5,0.15,114133.9559796113,107594.3201000271
2019-03-20,60.119998931884766,1.1367511749267578,1300.699951171875,3.781100034713745,2843.5400390625,14.300000190734863,3.5,0.14,114133.9559796113,107594.3201000271
2019-03-21,60.38999938964844,1.1439945697784424,1306.0999755859375,3.7695600986480713,2860.31005859375,14.5600004196167,3.5,0.13,114133.9559796113,107594.3201000271
2019-03-22,60.06999969482422,1.139211654663086,1311.5999755859375,3.813199996948242,2846.159912109375,17.520000457763672,3.5,0.13,114133.9559796113,107594.3201000271
2019-03-25,59.34999847412109,1.1331701278686523,1322.9000244140625,3.8078999519348153,2809.7900390625,17.850000381469727,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-26,60.380001068115234,1.1328877210617063,1315.5999755859375,3.8048501014709473,2829.8701171875,16.299999237060547,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-27,60.220001220703125,1.1285535097122192,1309.9000244140625,3.820199966430664,2825.56005859375,16.709999084472656,3.5,0.17,114133.9559796113,107594.3201000271
2019-03-28,59.560001373291016,1.1262998580932615,1311.0999755859375,3.830499887466431,2819.7099609375,15.619999885559082,3.5,0.16,114133.9559796113,107594.3201000271
2019-03-29,60.72999954223633,1.124606370925903,1298.5,3.837399959564209,2836.030029296875,14.43000030517578,3.5,0.14,114133.9559796113,107594.3201000271
2019-04-01,61.79999923706055,1.1250239610671997,1295.9000244140625,3.8350000381469727,2869.39990234375,14.010000228881836,3.4,0.16,116222.7404244924,111689.7499062209
2019-04-02,62.75,1.1214005947113037,1290.9000244140625,3.843600034713745,2872.89990234375,13.68000030517578,3.4,0.18,116222.7404244924,111689.7499062209
2019-04-03,62.9900016784668,1.125499963760376,1293.0999755859375,3.835400104522705,2885.25,14.270000457763672,3.4,0.19,116222.7404244924,111689.7499062209
2019-04-04,62.77000045776367,1.124985933303833,1292.5999755859375,3.829400062561035,2881.280029296875,14.029999732971191,3.4,0.18,116222.7404244924,111689.7499062209
2019-04-05,63.34000015258789,1.1241512298583984,1292.0,3.828000068664551,2893.239990234375,13.470000267028809,3.4,0.15,116222.7404244924,111689.7499062209
2019-04-08,64.4800033569336,1.1274083852767944,1302.0999755859375,3.826200008392334,2895.949951171875,13.770000457763672,3.4,0.16,116222.7404244924,111689.7499062209
2019-04-09,64.79000091552734,1.128795504570007,1304.9000244140625,3.808300018310547,2886.8798828125,14.390000343322754,3.4,0.16,116222.7404244924,111689.7499062209
2019-04-10,64.69999694824219,1.1282861232757568,1309.0999755859375,3.8113200664520255,2889.7099609375,14.289999961853027,3.4,0.17,116222.7404244924,111689.7499062209
2019-04-11,64.48999786376953,1.1287446022033691,1307.0999755859375,3.804800033569336,2893.419921875,13.579999923706056,3.4,0.16,116222.7404244924,111689.7499062209
2019-04-12,64.6500015258789,1.132502794265747,1293.4000244140625,3.804699897766113,2910.5400390625,12.960000038146973,3.4,0.16,116222.7404244924,111689.7499062209
2019-04-15,63.84000015258789,1.1322463750839231,1287.300048828125,3.786499977111816,2909.60009765625,13.140000343322754,3.4,0.15,116222.7404244924,111689.7499062209
2019-04-16,64.37000274658203,1.1314995288848877,1285.199951171875,3.7874600887298575,2916.06005859375,12.470000267028809,3.4,0.19,116222.7404244924,111689.7499062209
2019-04-17,64.61000061035156,1.13237464427948,1273.5,3.789099931716919,2918.0,13.020000457763672,3.4,0.19,116222.7404244924,111689.7499062209
2019-04-18,64.16000366210938,1.130600094795227,1273.5999755859375,3.8092000484466553,2908.39990234375,13.119999885559082,3.4,0.19,116222.7404244924,111689.7499062209
2019-04-19,64.16000366210938,1.125112533569336,1273.5999755859375,3.808799982070923,2908.39990234375,13.119999885559082,3.4,0.19,116222.7404244924,111689.7499062209
2019-04-22,65.91999816894531,1.1263798475265503,1273.5,3.8087000846862793,2909.510009765625,13.359999656677246,3.4,0.21,116222.7404244924,111689.7499062209
2019-04-23,66.5999984741211,1.1261261701583862,1269.800048828125,3.831049919128418,2936.31005859375,12.6899995803833,3.4,0.21,116222.7404244924,111689.7499062209
2019-04-24,66.43000030517578,1.1224603652954102,1275.5,3.838500022888184,2936.830078125,13.229999542236328,3.4,0.21,116222.7404244924,111689.7499062209
2019-04-25,66.27999877929688,1.1164003610610962,1280.800048828125,3.863300085067749,2933.10009765625,14.300000190734863,3.4,0.21,116222.7404244924,111689.7499062209
2019-04-26,65.18000030517578,1.1172809600830078,1284.9000244140625,3.856800079345703,2939.8798828125,13.619999885559082,3.4,0.23,116222.7404244924,111689.7499062209
2019-04-29,63.68999862670898,1.116994023323059,1284.9000244140625,3.8541998863220215,2949.52001953125,13.270000457763672,3.4,0.24,116222.7404244924,111689.7499062209
2019-04-30,64.75,1.12296462059021,1283.300048828125,3.842299938201904,2948.219970703125,14.050000190734863,3.4,0.24,116222.7404244924,111689.7499062209
2019-05-01,63.93000030517578,1.1249985694885254,1283.300048828125,3.822499990463257,2954.1298828125,14.829999923706056,3.3,0.21,115926.3895820401,113053.6629058769
2019-05-02,63.68000030517578,1.1218183040618896,1270.800048828125,3.8338000774383545,2931.679931640625,15.920000076293944,3.3,0.2,115926.3895820401,113053.6629058769
2019-05-03,62.52000045776367,1.1200717687606812,1279.199951171875,3.847399950027466,2947.85009765625,14.149999618530272,3.3,0.21,115926.3895820401,113053.6629058769
2019-05-06,62.95000076293945,1.1204482316970823,1282.199951171875,3.831399917602539,2937.320068359375,18.799999237060547,3.3,0.2,115926.3895820401,113053.6629058769
2019-05-07,62.4900016784668,1.121956706047058,1283.5,3.839329957962036,2913.030029296875,21.84000015258789,3.3,0.17,115926.3895820401,113053.6629058769
2019-05-08,62.369998931884766,1.1214998960494995,1279.4000244140625,3.835449934005737,2897.9599609375,21.739999771118164,3.3,0.19,115926.3895820401,113053.6629058769
2019-05-09,62.209999084472656,1.1250998973846436,1285.0,3.845599889755249,2875.969970703125,23.3799991607666,3.3,0.19,115926.3895820401,113053.6629058769
2019-05-10,62.4900016784668,1.1252391338348389,1286.5,3.831700086593628,2891.31005859375,20.190000534057617,3.3,0.21,115926.3895820401,113053.6629058769
2019-05-13,63.33000183105469,1.126341700553894,1300.0999755859375,3.8364999294281006,2840.18994140625,21.31999969482422,3.3,0.22,115926.3895820401,113053.6629058769
2019-05-14,62.11000061035156,1.124606370925903,1297.800048828125,3.8452999591827393,2852.5400390625,19.649999618530277,3.3,0.22,115926.3895820401,113053.6629058769
2019-05-15,62.34000015258789,1.1222715377807615,1296.9000244140625,3.855200052261353,2858.679931640625,19.149999618530277,3.3,0.21,115926.3895820401,113053.6629058769
2019-05-16,63.47999954223633,1.122435212135315,1285.4000244140625,3.8483400344848633,2892.14990234375,17.1299991607666,3.3,0.2,115926.3895820401,113053.6629058769
2019-05-17,63.63999938964844,1.1184431314468384,1280.0,3.859800100326538,2885.47998046875,16.809999465942383,3.3,0.19,115926.3895820401,113053.6629058769
2019-05-20,63.810001373291016,1.1177005767822266,1276.0999755859375,3.859600067138672,2853.860107421875,17.6299991607666,3.3,0.2,115926.3895820401,113053.6629058769
2019-05-21,63.59999847412109,1.11831796169281,1272.0,3.866300106048584,2868.8798828125,16.219999313354492,3.3,0.17,115926.3895820401,113053.6629058769
2019-05-22,62.77999877929688,1.11831796169281,1273.5999755859375,3.866300106048584,2865.469970703125,15.4399995803833,3.3,0.16,115926.3895820401,113053.6629058769
2019-05-23,61.290000915527344,1.1172809600830078,1284.800048828125,3.876090049743652,2836.699951171875,18.049999237060547,3.3,0.19,115926.3895820401,113053.6629058769
2019-05-24,59.09999847412109,1.1212018728256226,1283.0,3.851099967956543,2841.360107421875,16.520000457763672,3.3,0.16,115926.3895820401,113053.6629058769
2019-05-27,59.09999847412109,1.1218308210372925,1283.0,3.837899923324585,2841.360107421875,16.520000457763672,3.3,0.16,115926.3895820401,113053.6629058769
2019-05-28,59.56999969482422,1.1199462413787842,1276.5,3.8458099365234375,2840.510009765625,17.700000762939453,3.3,0.14,115926.3895820401,113053.6629058769
2019-05-29,59.13999938964844,1.1175681352615356,1280.5999755859375,3.862449884414673,2792.030029296875,19.040000915527344,3.3,0.16,115926.3895820401,113053.6629058769
2019-05-30,59.70000076293945,1.1146035194396973,1288.300048828125,3.857069969177246,2799.0,18.11000061035156,3.3,0.16,115926.3895820401,113053.6629058769
2019-05-31,56.61000061035156,1.1179429292678833,1306.4000244140625,3.855200052261353,2768.97998046875,19.71999931335449,3.3,0.19,115926.3895820401,113053.6629058769
2019-06-01,56.61000061035156,1.1179429292678833,1306.4000244140625,3.855200052261353,2768.97998046875,19.71999931335449,3.2,0.19,117315.1201138571,107421.6772257077
2019-06-03,54.630001068115234,1.1211000680923462,1327.800048828125,3.8353500366210938,2763.070068359375,19.75,3.2,0.25,117315.1201138571,107421.6772257077
2019-06-04,53.77999877929688,1.1277772188186646,1328.5999755859375,3.811800003051758,2804.489990234375,18.739999771118164,3.2,0.24,117315.1201138571,107421.6772257077
2019-06-05,53.40999984741211,1.130454421043396,1343.300048828125,3.8035600185394287,2827.280029296875,17.489999771118164,3.2,0.29,117315.1201138571,107421.6772257077
2019-06-06,53.29999923706055,1.1307867765426636,1338.699951171875,3.81220006942749,2852.10009765625,16.540000915527344,3.2,0.24,117315.1201138571,107421.6772257077
2019-06-07,54.31999969482422,1.1348161697387695,1347.699951171875,3.798810005187988,2884.969970703125,16.440000534057617,3.2,0.24,117315.1201138571,107421.6772257077
2019-06-10,54.84000015258789,1.1326953172683716,1336.5,3.776700019836426,2904.77001953125,16.469999313354492,3.2,0.25,117315.1201138571,107421.6772257077
2019-06-11,54.040000915527344,1.1332728862762451,1328.4000244140625,3.774450063705444,2910.610107421875,16.700000762939453,3.2,0.22,117315.1201138571,107421.6772257077
2019-06-12,53.04999923706055,1.1343011856079102,1334.5,3.7665998935699454,2888.570068359375,16.43000030517578,3.2,0.25,117315.1201138571,107421.6772257077
2019-06-13,53.45000076293945,1.1305004358291626,1341.0999755859375,3.776400089263916,2895.239990234375,16.209999084472656,3.2,0.27,117315.1201138571,107421.6772257077
2019-06-14,52.97999954223633,1.1290504932403564,1355.4000244140625,3.795300006866455,2894.449951171875,16.399999618530273,3.2,0.25,117315.1201138571,107421.6772257077
2019-06-17,52.7400016784668,1.1246000528335571,1340.300048828125,3.800100088119507,2897.27001953125,15.760000228881836,3.2,0.23,117315.1201138571,107421.6772257077
2019-06-18,54.310001373291016,1.12440025806427,1349.300048828125,3.81220006942749,2930.7900390625,15.539999961853027,3.2,0.2,117315.1201138571,107421.6772257077
2019-06-19,54.41999816894531,1.1222084760665894,1344.5999755859375,3.810699939727783,2931.739990234375,15.710000038146973,3.2,0.29,117315.1201138571,107421.6772257077
2019-06-20,57.02000045776367,1.1315160989761353,1392.9000244140625,3.791749954223633,2958.06005859375,16.030000686645508,3.2,0.29,117315.1201138571,107421.6772257077
2019-06-21,57.97999954223633,1.1333370208740234,1406.0,3.773400068283081,2964.14990234375,15.479999542236328,3.2,0.3,117315.1201138571,107421.6772257077
2019-06-24,58.220001220703125,1.1401208639144895,1420.5999755859375,3.741080045700073,2954.919921875,15.5600004196167,3.2,0.3,117315.1201138571,107421.6772257077
2019-06-25,58.84000015258789,1.141396164894104,1433.300048828125,3.739500045776367,2946.52001953125,16.68000030517578,3.2,0.29,117315.1201138571,107421.6772257077
2019-06-26,59.93000030517578,1.138952136039734,1413.300048828125,3.7555999755859375,2932.590087890625,16.600000381469727,3.2,0.28,117315.1201138571,107421.6772257077
2019-06-27,59.72999954223633,1.1383039951324463,1410.800048828125,3.75314998626709,2929.300048828125,16.399999618530273,3.2,0.27,117315.1201138571,107421.6772257077
2019-06-28,59.79999923706055,1.1393414735794067,1422.0,3.742000102996826,2943.97998046875,16.1299991607666,3.2,0.25,117315.1201138571,107421.6772257077
2019-07-01,60.27999877929688,1.1367511749267578,1395.800048828125,3.751499891281128,2977.929931640625,14.640000343322754,3.2,0.25,117803.9243075516,106005.5079993232
2019-07-02,59.43000030517578,1.1321053504943848,1418.4000244140625,3.761899948120117,2973.2099609375,14.300000190734863,3.2,0.21,117803.9243075516,106005.5079993232
2019-07-03,57.47999954223633,1.1305310726165771,1434.0,3.765500068664551,2995.840087890625,13.1899995803833,3.2,0.19,117803.9243075516,106005.5079993232
2019-07-04,57.47999954223633,1.1298158168792725,1434.0,3.7636001110076895,2995.840087890625,13.1899995803833,3.2,0.19,117803.9243075516,106005.5079993232
2019-07-05,57.81999969482422,1.128795504570007,1418.300048828125,3.795099973678589,2994.030029296875,14.470000267028809,3.2,0.17,117803.9243075516,106005.5079993232
2019-07-08,58.459999084472656,1.123721718788147,1397.0,3.7969000339508057,2980.760009765625,14.4399995803833,3.2,0.17,117803.9243075516,106005.5079993232
2019-07-09,59.09999847412109,1.1222084760665894,1397.5,3.808199882507324,2981.89990234375,14.710000038146973,3.2,0.15,117803.9243075516,106005.5079993232
2019-07-10,60.52999877929688,1.1262998580932615,1410.0999755859375,3.81220006942749,3002.97998046875,14.6899995803833,3.2,0.25,117803.9243075516,106005.5079993232
2019-07-11,60.93999862670898,1.128795504570007,1424.0,3.794199943542481,3002.330078125,13.329999923706056,3.2,0.28,117803.9243075516,106005.5079993232
2019-07-12,60.7400016784668,1.1278001070022583,1410.0999755859375,3.7976999282836914,3013.919921875,12.81999969482422,3.2,0.28,117803.9243075516,106005.5079993232
2019-07-15,60.91999816894531,1.1285994052886963,1415.0,3.79010009765625,3017.800048828125,13.020000457763672,3.2,0.26,117803.9243075516,106005.5079993232
2019-07-16,60.060001373291016,1.126633644104004,1413.699951171875,3.7994000911712646,3015.02001953125,13.140000343322754,3.2,0.26,117803.9243075516,106005.5079993232
2019-07-17,58.36000061035156,1.123342990875244,1421.300048828125,3.804399967193604,3005.260009765625,13.970000267028809,3.2,0.23,117803.9243075516,106005.5079993232
2019-07-18,57.31999969482422,1.1247328519821167,1444.199951171875,3.800539970397949,2998.280029296875,14.5,3.2,0.27,117803.9243075516,106005.5079993232
2019-07-19,56.36000061035156,1.1271415948867798,1442.0,3.794500112533569,3006.02001953125,14.449999809265137,3.2,0.25,117803.9243075516,106005.5079993232
2019-07-22,56.84000015258789,1.12271249294281,1425.300048828125,3.793600082397461,2990.7099609375,14.699999809265137,3.2,0.25,117803.9243075516,106005.5079993232
2019-07-23,57.470001220703125,1.121076226234436,1421.300048828125,3.817059993743897,3005.89990234375,13.520000457763672,3.2,0.25,117803.9243075516,106005.5079993232
2019-07-24,57.63999938964844,1.1155734062194824,1422.800048828125,3.82509994506836,3019.590087890625,13.100000381469728,3.2,0.22,117803.9243075516,106005.5079993232
2019-07-25,56.9900016784668,1.1186933517456057,1413.9000244140625,3.82571005821228,3016.31005859375,13.539999961853027,3.2,0.22,117803.9243075516,106005.5079993232
2019-07-26,56.56999969482422,1.1153244972229004,1423.0,3.844650030136109,3027.97998046875,12.720000267028809,3.2,0.22,117803.9243075516,106005.5079993232
2019-07-29,57.09999847412109,1.1144545078277588,1419.5999755859375,3.85290002822876,3025.610107421875,13.170000076293944,3.2,0.21,117803.9243075516,106005.5079993232
2019-07-30,58.470001220703125,1.1158099174499512,1433.9000244140625,3.85920000076294,3017.18994140625,14.18000030517578,3.2,0.21,117803.9243075516,106005.5079993232
2019-07-31,58.81999969482422,1.1164453029632568,1435.800048828125,3.85509991645813,3017.39990234375,16.549999237060547,3.2,0.13,117803.9243075516,106005.5079993232
2019-08-01,57.9900016784668,1.1072970628738403,1445.199951171875,3.899450063705444,3013.590087890625,19.459999084472656,3.1,0.17,117484.9045437567,105380.0203849582
2019-08-02,56.04999923706055,1.1114197969436646,1448.0,3.891590118408203,2945.5,20.11000061035156,3.1,0.14,117484.9045437567,105380.0203849582
2019-08-05,55.61000061035156,1.1199462413787842,1469.699951171875,3.881700038909912,2898.070068359375,24.809999465942383,3.1,0.16,117484.9045437567,105380.0203849582
2019-08-06,55.41999816894531,1.1249732971191406,1475.0,3.860909938812256,2884.39990234375,22.8700008392334,3.1,0.13,117484.9045437567,105380.0203849582
2019-08-07,53.77000045776367,1.1240994930267334,1509.9000244140625,3.862499952316284,2892.169921875,23.670000076293945,3.1,0.12,117484.9045437567,105380.0203849582
2019-08-08,53.060001373291016,1.1228384971618652,1508.5,3.864949941635132,2938.719970703125,19.88999938964844,3.1,0.1,117484.9045437567,105380.0203849582
2019-08-09,54.91999816894531,1.121981859207153,1507.5,3.8645999431610103,2935.75,19.440000534057617,3.1,0.11,117484.9045437567,105380.0203849582
2019-08-12,55.18000030517578,1.1230276823043823,1514.9000244140625,3.8751699924468994,2907.580078125,21.26000022888184,3.1,0.07,117484.9045437567,105380.0203849582
2019-08-13,57.470001220703125,1.1228259801864624,1531.4000244140625,3.877419948577881,2943.31005859375,21.63999938964844,3.1,0.02,117484.9045437567,105380.0203849582
2019-08-14,56.84999847412109,1.1191002130508425,1520.5,3.924299955368042,2894.14990234375,22.709999084472656,3.1,0.01,117484.9045437567,105380.0203849582
2019-08-15,55.33000183105469,1.1158995628356934,1522.699951171875,3.9465599060058594,2856.669921875,24.100000381469727,3.1,0.04,117484.9045437567,105380.0203849582
2019-08-16,55.66999816894531,1.1113580465316772,1524.5999755859375,3.940099954605103,2893.6298828125,20.5,3.1,0.07,117484.9045437567,105380.0203849582
2019-08-19,56.40999984741211,1.1110000610351562,1507.5999755859375,3.941750049591065,2931.0,18.21999931335449,3.1,0.07,117484.9045437567,105380.0203849582
2019-08-20,56.59999847412109,1.1099001169204712,1506.0999755859375,3.944499969482422,2923.6298828125,17.700000762939453,3.1,0.05,117484.9045437567,105380.0203849582
2019-08-21,57.130001068115234,1.1107407808303833,1505.0,3.931999921798706,2928.72998046875,17.040000915527344,3.1,0.03,117484.9045437567,105380.0203849582
2019-08-22,56.459999084472656,1.1114000082015991,1497.300048828125,3.948600053787232,2939.080078125,17.68000030517578,3.1,0.01,117484.9045437567,105380.0203849582
2019-08-23,55.59999847412109,1.1149004697799685,1527.5999755859375,3.943000078201294,2927.010009765625,21.06999969482422,3.1,0.01,117484.9045437567,105380.0203849582
2019-08-26,55.2599983215332,1.1152499914169312,1543.300048828125,3.933919906616211,2879.27001953125,21.32999992370605,3.1,0.0,117484.9045437567,105380.0203849582
2019-08-27,55.720001220703125,1.1118524074554443,1542.0999755859375,3.946799993515015,2898.7900390625,21.040000915527344,3.1,-0.04,117484.9045437567,105380.0203849582
2019-08-28,56.75,1.1100010871887207,1538.0999755859375,3.963579893112183,2890.030029296875,21.63999938964844,3.1,-0.03,117484.9045437567,105380.0203849582
2019-08-29,56.88999938964844,1.1090162992477417,1549.300048828125,3.974299907684326,2930.5,19.200000762939453,3.1,-0.03,117484.9045437567,105380.0203849582
2019-08-30,56.720001220703125,1.106096863746643,1530.4000244140625,3.98649001121521,2940.429931640625,19.18000030517578,3.1,0.0,117484.9045437567,105380.0203849582
2019-09-01,56.720001220703125,1.106096863746643,1530.4000244140625,3.98649001121521,2940.429931640625,19.18000030517578,3.1,0.0,116554.3162062626,109925.7966167522
