sklep_id,status,churn,zakup_hist_srednia,zakup_hist_sd,zakup_biezacy,zmiana_absolutna,zmiana_wzgledna,zmiana_standaryzowana
34,brak churnu,0,1957.2857547497274,572.972761976145,2494.3256457282164,537.039890978489,0.2743799108920398,0.937286947334589
35,brak churnu,0,1479.8368447044415,432.480279779263,1375.678545962963,-104.15829874147857,-0.07038498812501283,-0.24083941768313863
36,brak churnu,0,512.2358918863206,133.86392165463872,490.4887472743852,-21.74714461193537,-0.04245533153065671,-0.16245710078658657
37,brak churnu,0,403.71539721039454,100.54418400650346,390.8915150452499,-12.823882165144653,-0.031764659593752236,-0.12754474355587958
38,brak churnu,0,490.15846031484824,118.3222494541765,758.1079077670507,267.9494474522025,0.5466588239241814,2.2645736426433745
39,brak churnu,0,2391.821254814539,608.9602714483573,2365.009718909401,-26.811535905138044,-0.011209673737604193,-0.044028382740583745
40,brak churnu,0,1228.4306967070972,150.15608178330098,931.6002069628338,-296.83048974426345,-0.2416338915495521,-1.9768129683394169
41,brak churnu,0,1295.5177279750026,313.96001576098047,1558.1822393168277,262.6645113418251,0.2027486816042191,0.8366177161291554
42,brak churnu,0,992.9419999928658,148.78309980896867,1192.0284631824645,199.0864631895987,0.20050160350859278,1.3380986378507873
43,brak churnu,0,1051.140049910742,226.66041852720343,958.8460414627234,-92.29400844801853,-0.0878037217360862,-0.4071906733770614
44,brak churnu,0,907.8165418002532,219.37261719486776,854.295164926635,-53.521376873618124,-0.05895615954241384,-0.24397473831510755
45,brak churnu,0,949.1803133546548,173.1512197264718,734.1018593939278,-215.07845396072696,-0.2265938841489271,-1.2421422979317611
46,brak churnu,0,2067.849132450719,484.37562625929894,1785.7287982711528,-282.12033417956627,-0.13643177819515795,-0.5824412271903622
47,brak churnu,0,580.1900771612598,71.91050056313468,630.4961279566212,50.30605079536144,0.08670615506128215,0.6995647423034506
48,brak churnu,0,1274.6701429230516,343.56912162341916,1060.6730429344273,-213.9970999886243,-0.1678842963230392,-0.6228647643811926
49,brak churnu,0,1244.642787429788,191.4885438491217,1416.4921647311276,171.84937730133947,0.1380712434418327,0.8974394699911845
50,brak churnu,0,941.1807961335101,122.16195521246732,986.1008443344441,44.92004820093405,0.04772733186383668,0.36770898208700004
51,brak churnu,0,554.3253722590327,82.44893748411214,615.8918467429139,61.566474483881166,0.11106558993137976,0.746722472872922
52,brak churnu,0,1392.53887710612,283.15235018601396,1160.5656281017466,-231.97324900437343,-0.16658296067571524,-0.8192524231283301
53,brak churnu,0,1310.8027421868842,188.60377761452602,1439.219982338023,128.4172401511389,0.09796839449457771,0.6808837117441087
54,brak churnu,0,6233.260988446398,1348.1331552136144,8357.035019643517,2123.7740311971193,0.34071636582097564,1.5753444108869223
55,brak churnu,0,702.3652784253891,178.20783229723884,723.1720100978425,20.806731672453452,0.029623804466956876,0.11675542766127812
56,brak churnu,0,641.8367754414193,156.13846824849367,334.09820791052175,-307.7385675308975,-0.4794654642829592,-1.9709336909923632
57,brak churnu,0,1613.5053009117698,331.03869627671406,1923.5908978156872,310.08559690391735,0.1921813313713269,0.9367049846182269
58,brak churnu,0,2849.472666192914,803.9012292610794,2811.396455227121,-38.07621096579305,-0.013362546487124377,-0.047364290014572444
59,brak churnu,0,596.1448114562043,116.84567433010945,769.8822253273736,173.73741387116934,0.2914349173765021,1.4868964115892795
60,brak churnu,0,1818.7874807505927,310.2981378490917,1589.197961493433,-229.58951925715974,-0.12623218583097504,-0.7398997649441801
61,brak churnu,0,820.4876168632521,185.29676963888755,680.7847264533315,-139.70289040992066,-0.17026812780430356,-0.7539413163120882
62,brak churnu,0,3698.240630561199,552.3501264904969,3145.3887509031006,-552.8518796580984,-0.1494905104577266,-1.0009083969452301
63,brak churnu,0,1544.8654117589253,308.46376576595776,1356.3081604393108,-188.55725131961458,-0.12205416076014701,-0.611278445788928
64,brak churnu,0,478.52010206920517,108.12609726810338,406.6607561441302,-71.85934592507499,-0.150169962796427,-0.6645883624828944
65,brak churnu,0,1275.62546739731,240.22008537688518,1391.3684086125936,115.74294121528351,0.09073426658017159,0.48182041494861905
66,brak churnu,0,749.8972631852963,186.83048047901812,533.1041847572302,-216.7930784280661,-0.28909703911600687,-1.1603731782534965
67,brak churnu,0,1549.4286192447246,341.0533483478555,1642.7781667239274,93.34954747920278,0.06024772378653133,0.27370951767930285
68,brak churnu,0,1684.8264107443601,213.86176542660493,1955.0891547295475,270.2627439851874,0.1604098453476787,1.2637263301650743
69,brak churnu,0,1837.7243855501167,362.60209175844494,2202.065693827814,364.3413082776972,0.19825677405299968,1.004796487827243
70,brak churnu,0,1229.8875503913323,170.99012600321538,1446.63990126456,216.75235087322767,0.17623753554075755,1.2676308038345545
71,brak churnu,0,1139.3084411841805,177.14422460430683,1173.9555786103692,34.64713742618869,0.030410673855955077,0.19558716917574478
72,brak churnu,0,377.39399070857576,79.80521721792424,382.2982978771488,4.904307168573041,0.012995191469172478,0.06145346556956097
73,brak churnu,0,2209.2547213447037,589.1888532171573,3501.5437388587575,1292.2890175140537,0.5849434223354192,2.193335821711065
74,brak churnu,0,655.6066934875669,124.09479962634398,472.1324336630748,-183.4742598244921,-0.2798541589752264,-1.4785007943680382
75,brak churnu,0,1429.0777118756455,227.26999945712228,1523.6298421825204,94.55213030687491,0.06616304314394247,0.41603436675641614
76,brak churnu,0,1307.4094500729773,281.0289912628847,1344.0330860798997,36.623636006922425,0.028012369043896812,0.13031977890374788
77,brak churnu,0,1524.9483484343266,443.84137691280966,1648.7949960803694,123.84664764604281,0.08121366718629972,0.27903357840918885
78,brak churnu,0,888.3356911983825,245.35542080158248,741.3798786513698,-146.95581254701267,-0.16542824295257838,-0.5989507469079112
79,brak churnu,0,601.1499319361593,164.22811679436208,749.0558597494093,147.90592781324995,0.2460383341255326,0.9006127007986706
80,brak churnu,0,1304.7811526979838,285.4099026730238,729.9498790058301,-574.8312736921537,-0.4405576157377322,-2.0140551126941864
81,brak churnu,0,1086.9901839462502,195.54027801619944,902.3297529463332,-184.66043099991703,-0.16988233539471242,-0.9443600718651884
82,brak churnu,0,907.2581096095345,262.3882823661941,912.9194350836201,5.661325474085629,0.006240038434621597,0.02157613679632452
83,brak churnu,0,1594.2746652380106,447.5226673033129,2202.039153838952,607.7644886009416,0.38121692695292747,1.3580641451375315
84,brak churnu,0,502.31469477645186,143.31444827846818,361.8750815990261,-140.43961317742577,-0.27958491885236697,-0.9799403679421321
85,brak churnu,0,831.837813196493,166.04287631642865,650.1965678535396,-181.64124534295343,-0.21836137100447842,-1.0939418141420225
86,brak churnu,0,654.5215158433895,119.32124193600916,617.0331791388749,-37.48833670451461,-0.05727594249702958,-0.31417990708326055
87,brak churnu,0,6605.564579189351,1980.4143593072463,11533.897963559846,4928.333384370495,0.7460881390664279,2.48853648288757
88,brak churnu,0,537.1408862269182,81.77811094264493,561.2765621666435,24.135675939725388,0.04493360412249299,0.29513613926167775
89,brak churnu,0,2775.3450763054893,518.1813017960518,3401.536249106373,626.1911728008836,0.22562641962867652,1.2084403096569911
90,brak churnu,0,476.5968626677247,64.39653266040527,429.36048063802883,-47.23638202969585,-0.09911181908603595,-0.7335236864195255
91,brak churnu,0,1823.1966985386252,433.09523835327326,1878.7902738606374,55.59357532201216,0.030492362873722253,0.1283633953894104
92,brak churnu,0,868.1080965681231,187.5230068300168,933.486549146767,65.37845257864387,0.07531141897777868,0.3486423009306117
93,brak churnu,0,530.6684270884067,86.10727857638064,520.3190636177926,-10.349363470614094,-0.019502504656999202,-0.12019150577884993
94,brak churnu,0,710.9226072120366,206.3790182619259,580.2067650057744,-130.7158422062622,-0.1838678934671654,-0.6333775754295149
95,brak churnu,0,376.1704394323668,78.07003602705034,223.76134461752355,-152.40909481484323,-0.4051596798643331,-1.9522098691236072
96,brak churnu,0,2366.651742667101,505.931312683145,2641.1983267462424,274.5465840791412,0.11600633043277445,0.5426558451642712
97,brak churnu,0,989.1329789645426,228.02732911373474,1215.5591424802074,226.4261635156647,0.2289137743164677,0.9929781855346321
98,brak churnu,0,1861.3121477139916,371.7492771143304,1836.7858504219569,-24.52629729203477,-0.013176885629934366,-0.06597537319350799
99,brak churnu,0,734.6211236824847,95.51809937398764,709.9465981934037,-24.67452548908102,-0.03358809690278625,-0.2583230366893231
100,brak churnu,0,1145.283493596652,320.92818982173327,1055.669720224474,-89.613773372178,-0.07824593113688787,-0.27923310015849956
101,brak churnu,0,1905.760593467344,370.99917807733675,2548.1324174685756,642.3718240012315,0.3370684786972634,1.73146427798103
102,brak churnu,0,678.1646208932373,83.56929860997553,686.829332417653,8.66471152441568,0.012776708276233943,0.10368295137733018
103,brak churnu,0,808.9382266993063,97.78779741177176,817.2751420358102,8.336915336503921,0.010305997493184199,0.08525517045238527
104,brak churnu,0,595.991156466754,86.73296408908988,697.2713451047723,101.28018863801833,0.16993572394336026,1.1677242868580615
105,brak churnu,0,865.7563596168698,192.30620705270667,658.3293994968824,-207.42696011998737,-0.23959045500027482,-1.0786285232235715
106,brak churnu,0,940.4134055927786,124.53956224627608,964.0464367990469,23.633031206268242,0.025130470350293907,0.1897632429406978
107,brak churnu,0,945.0487399730503,170.73018285955035,995.6721730518702,50.62343307881997,0.053567007644773526,0.29651132700106625
108,brak churnu,0,920.0920288203794,147.22958694023214,619.8039969470415,-300.2880318733379,-0.3263673876822165,-2.0395902624873887
109,brak churnu,0,1631.7142366557143,430.12858337921426,1959.2611420396213,327.54690538390696,0.20073790987767065,0.7615092742979412
110,brak churnu,0,2655.700145418311,569.5215171960401,1982.5556410193662,-673.1445043989447,-0.2534715771885138,-1.1819474489973232
111,brak churnu,0,6054.509033605027,1798.9663264080302,6802.113326412789,747.6042928077622,0.12347892928365446,0.41557436725371777
112,brak churnu,0,5365.032071746125,1242.4088376342338,3969.0721461912676,-1395.9599255548578,-0.2601960075702815,-1.1235914324410412
113,brak churnu,0,1467.567290101651,307.9347732222531,1800.8457097027156,333.27841960106457,0.2270958352975965,1.0823019956908848
114,brak churnu,0,338.9020365025707,80.16008957090979,258.0745444061638,-80.8274920964069,-0.23849810089823345,-1.008325870505755
115,brak churnu,0,921.9010660993779,159.0898945779107,858.3613604661829,-63.53970563319501,-0.06892247766024998,-0.39939498232603243
116,brak churnu,0,2370.7584152997238,462.69851729173575,2373.4810940159937,2.722678716269911,0.0011484420760458191,0.00588434718184592
117,brak churnu,0,2015.6097707240117,533.5229247802025,2738.922646457554,723.3128757335423,0.3588556109617025,1.3557297018333905
118,brak churnu,0,584.7655082057927,117.03883876365097,530.6711747435123,-54.09433346228036,-0.0925060262672731,-0.46219130361946625
119,brak churnu,0,997.3607053500913,278.56403204376176,652.1409997568564,-345.21970559323483,-0.34613325323665783,-1.2392831302032619
120,brak churnu,0,497.3104186130325,96.17067054089988,475.5922558081135,-21.71816280491896,-0.04367124032005915,-0.2258293789860035
121,brak churnu,0,3020.2206828102635,392.15353575950155,3230.049759091981,209.82907628171733,0.06947474980089037,0.5350686839411809
122,brak churnu,0,1036.7569162138502,221.76549098089703,1677.8967908166742,641.139874602824,0.6184090644354834,2.8910714276012044
123,brak churnu,0,1480.6373811478522,277.66276311539707,1499.6647701372478,19.027388989395604,0.0128508095443631,0.06852697414628764
124,brak churnu,0,947.6977665511293,141.20059636840696,617.6632457632238,-330.03452078790554,-0.34824870590227336,-2.337345091141197
125,brak churnu,0,771.5101606406996,129.2689090675945,627.5159476927445,-143.99421294795513,-0.1866394252389046,-1.113912184968319
126,brak churnu,0,894.8985175930774,120.59330258224551,1123.1289429485157,228.23042535543834,0.2550349797978075,1.8925630235541773
127,brak churnu,0,602.6816545690538,131.6019379048767,607.9402992058738,5.258644636820009,0.008725410167960383,0.039958717329991095
128,brak churnu,0,732.0705344875687,174.1066184067166,723.7720615505683,-8.298472937000383,-0.011335619378273584,-0.04766316762074479
129,brak churnu,0,3417.280086475745,430.87465945852045,3718.8780112414306,301.59792476568555,0.08825671795510467,0.6999667261581436
130,brak churnu,0,658.9010416096571,154.19827397821047,808.2068486326657,149.30580702300858,0.22659822582502395,0.9682715841819783
131,brak churnu,0,935.2690340783449,187.79850495390846,1086.148252206463,150.87921812811805,0.16132172950299914,0.8034101132229379
132,brak churnu,0,644.2465895390881,139.08701026486784,789.2132529958631,144.966663456775,0.225017354861728,1.0422732013630198
133,brak churnu,0,1386.0419557080907,314.77788631444827,1047.582093107681,-338.4598626004097,-0.2441916431220149,-1.075233926255875
134,brak churnu,0,6122.729510990283,1156.7241811119225,6945.835005695607,823.1054947053235,0.13443440433353315,0.7115832003391666
135,brak churnu,0,1023.246771574926,163.20086289581457,1143.456661454017,120.20988987909095,0.11747888507292371,0.7365763130543708
136,brak churnu,0,1389.5720922524436,169.5882149787678,1668.1555566678462,278.58346441540266,0.20048147625347704,1.642705328611902
137,brak churnu,0,827.4909932490776,157.74326322522185,858.3778006236954,30.886807374617774,0.03732585324384399,0.19580428820290327
138,brak churnu,0,451.3199686279342,121.18015299029067,558.1435124470306,106.82354381909641,0.23669137473321322,0.8815267284540849
139,brak churnu,0,1147.3931646867125,192.4129780557609,1013.5556465933374,-133.83751809337502,-0.11664486264385095,-0.6955742769834848
140,brak churnu,0,2658.4538018254016,364.31504710977634,1726.621740546043,-931.8320612793586,-0.350516552380758,-2.557764409326131
141,brak churnu,0,2312.5828057400145,531.6057942434693,2021.2648397700648,-291.3179659699497,-0.12597082588648298,-0.5479962203657424
142,brak churnu,0,1458.9301353002008,262.4196917027646,1495.5962537877626,36.66611848756179,0.025132196258333565,0.13972319778918293
143,brak churnu,0,2154.250852679556,347.37626451182166,2210.7124110730306,56.46155839347466,0.026209370335513706,0.16253717988712266
144,brak churnu,0,449.9393418008908,76.26238677644237,434.9583327457366,-14.981009055154232,-0.03329561934991605,-0.1964403382636052
145,brak churnu,0,802.311115875072,181.52307275227884,954.8358278862261,152.52471201115407,0.1901066917723021,0.8402497252748784
146,brak churnu,0,428.0169518999135,120.34785324636323,413.61723365353765,-14.399718246375869,-0.033642869008943053,-0.11965081102774894
147,brak churnu,0,599.527864590436,102.43497469648685,712.015104791964,112.48724020152792,0.1876263754285598,1.098133137971926
148,brak churnu,0,687.915787581314,113.79519426135316,616.1033278825206,-71.81245969879342,-0.10439135283009468,-0.6310675961751241
149,brak churnu,0,1398.127369415978,254.18358823857614,1580.6071227780571,182.47975336207924,0.130517259982046,0.7179053322309864
150,brak churnu,0,1838.7500213753594,230.7317931822544,1838.4581020360833,-0.2919193392760917,-0.00015875966601362163,-0.0012651890545725766
151,brak churnu,0,965.2400116292231,171.0859465838818,904.4301173037879,-60.80989432543515,-0.0629997654394729,-0.355434771468039
152,brak churnu,0,4459.612987886844,716.6893650874928,4533.776975302721,74.16398741587727,0.016630139794040592,0.10348135611977918
153,brak churnu,0,1315.4484198612547,336.07365734532476,1491.8724263104355,176.42400644918075,0.13411700815132596,0.524956367728341
154,brak churnu,0,695.8310754805607,171.73337172472188,849.5855654748437,153.75448999428306,0.22096525351084076,0.8953093300977176
155,brak churnu,0,951.030162738637,139.27685234325395,1038.5234259426513,87.49326320401428,0.09199841038907118,0.6281967299805374
156,brak churnu,0,628.9932619185221,117.76196835891443,579.9392800248273,-49.053981893694754,-0.07798808805053473,-0.41655198683660105
157,brak churnu,0,3320.147150044063,864.7470561576757,2523.414955979047,-796.7321940650158,-0.23996894054965068,-0.921347101897207
158,brak churnu,0,608.2672834701442,157.22366533948173,676.941167601526,68.67388413138178,0.11290083487574673,0.4367910135099523
159,brak churnu,0,1595.3906450473705,429.4800462102621,1173.6166462590957,-421.77399878827487,-0.26437035975960077,-0.9820572632186628
160,brak churnu,0,2213.9202761825295,403.10157257546933,1742.1747740987398,-471.7455020837897,-0.21308152202175143,-1.1702894113504574
161,brak churnu,0,1367.8705838475869,344.4225639958031,1288.2007944798097,-79.66978936777718,-0.05824366011562267,-0.23131408245584045
162,brak churnu,0,1132.6860005246047,223.20210432997212,1442.1946641100858,309.50866358548114,0.2732519545947702,1.386674487297473
163,brak churnu,0,2061.132532074238,512.6190318201379,1642.0766735064246,-419.0558585678134,-0.20331339787553254,-0.817480102289388
164,brak churnu,0,675.3604612701528,118.75444488537437,771.9028286854127,96.54236741525995,0.14294939214192726,0.8129579276670087
165,brak churnu,0,1531.859813398862,208.30592521170195,1839.8004786465535,307.94066524769164,0.20102405099618004,1.4783096781079588
166,brak churnu,0,1695.7740123117412,453.8532175964076,1662.9242619210468,-32.84975039069445,-0.019371537806451268,-0.07237967941411917
167,brak churnu,0,3777.823871939795,1084.5609730901988,4553.489285798154,775.665413858359,0.20532069258699426,0.7151883878398139
168,brak churnu,0,2345.7491256795083,663.6586357441122,1970.9082101120084,-374.8409155674999,-0.1597958244826873,-0.5648098214637379
169,brak churnu,0,488.6347781355432,114.9769763616895,521.8417602714859,33.206982135942724,0.06795869557760252,0.288814188603131
170,brak churnu,0,3758.400592464929,537.4151173698903,3339.8966200532714,-418.50397241165774,-0.111351614101674,-0.7787350204434448
171,brak churnu,0,758.6893064295022,130.0569541846599,819.8505490617069,61.16124263220479,0.0806143464971691,0.47026506975832827
172,brak churnu,0,1198.9595945475337,238.825246082961,1140.1687870713636,-58.79080747617013,-0.04903485300383017,-0.24616663623471322
173,brak churnu,0,2103.5901667638527,298.56491533317626,1632.279016278263,-471.3111504855897,-0.2240508431405397,-1.5785885289289314
174,brak churnu,0,2532.804993094623,675.1191398080969,2875.414457803198,342.6094647085747,0.13526878920511318,0.5074800053898068
175,brak churnu,0,1856.2420501461334,551.6746996549174,1720.2825983653688,-135.95945178076454,-0.07324446279517323,-0.24644858984073342
176,brak churnu,0,747.4673006733696,213.94726200011127,637.5193462617045,-109.94795441166502,-0.14709399904533135,-0.5139021335622788
177,brak churnu,0,935.0299560062501,280.09419405046464,1111.435008546535,176.40505254028494,0.1886624609266591,0.6298061733778816
178,brak churnu,0,1259.9173220963721,337.88346856997447,1257.4769711179044,-2.440350978467677,-0.0019369135860495873,-0.007222463380040415
179,brak churnu,0,3200.876461294255,667.2076984504695,2004.36619416922,-1196.510267125035,-0.37380707490386345,-1.7933100440894545
180,brak churnu,0,534.1503980667169,91.55668057182946,523.7570334893736,-10.393364577343277,-0.019457749380999464,-0.11351836384226834
181,brak churnu,0,1565.303561820608,222.54487694844596,1963.1974162027063,397.8938543820984,0.2541959681732962,1.787926371696587
182,brak churnu,0,604.6985561671651,119.7660858078882,459.2269205468882,-145.47163562027686,-0.24056884895234007,-1.2146312926484202
183,brak churnu,0,1951.59600924411,538.3583351783436,1202.544366010649,-749.0516432334612,-0.38381490825223763,-1.391362581922913
184,brak churnu,0,1641.514662017871,197.38570510381194,1359.2940573389253,-282.2206046789456,-0.171926947233002,-1.4297925198307349
185,brak churnu,0,1710.5919752109326,374.5239264852029,1130.3396095226856,-580.252365688247,-0.3392114391374344,-1.5493065319851393
186,brak churnu,0,646.8735280967855,187.57027619220412,898.5487601135021,251.67523201671656,0.3890640458841914,1.3417650020348844
187,brak churnu,0,946.7347590408465,196.08103342797648,895.5855000955215,-51.14925894532496,-0.0540270212505403,-0.2608577589127857
188,brak churnu,0,468.567082230869,59.06191823328608,451.6829010273343,-16.884181203534695,-0.0360336477824015,-0.2858725505129144
189,brak churnu,0,848.8216266652898,159.10971322278877,1068.4026151506607,219.58098848537088,0.2586892011081579,1.3800602366614096
190,brak churnu,0,886.266229775078,161.31018528481746,837.3661942103032,-48.90003556477484,-0.05517533436559462,-0.30314288882896295
191,brak churnu,0,313.71152187284366,65.1870190476137,388.569092250254,74.85757037741035,0.23861912986336628,1.1483508752368798
192,brak churnu,0,987.7480245895985,181.5572774002922,1078.9516660860086,91.20364149641011,0.0923349267484534,0.5023408744741582
193,brak churnu,0,1983.7431007060727,241.2643170993369,1743.3623784999472,-240.38072220612548,-0.12117532866053417,-0.9963376478385422
194,brak churnu,0,1701.8434888971042,221.61203454335907,1801.6155533652166,99.77206446811238,0.05862587548092957,0.4502104981514064
195,brak churnu,0,4092.9622882394833,847.7561874459795,2573.6939711214654,-1519.2683171180179,-0.3711904019940298,-1.7921052533925954
196,brak churnu,0,2633.642099235458,392.70694735132514,2234.0844003133343,-399.55769892212356,-0.1517129829592694,-1.0174449462048085
197,brak churnu,0,1040.990837219616,261.6937449296458,792.9103291261613,-248.08050809345468,-0.238311903643699,-0.9479802742711679
198,brak churnu,0,534.7763652646925,116.35581016142547,487.0647353934968,-47.71162987119567,-0.08921791045791704,-0.4100493976622504
199,brak churnu,0,548.8656377218899,120.92173867047289,521.268391476472,-27.597246245417978,-0.05028051375189477,-0.22822402777902476
200,brak churnu,0,829.3306508641481,150.80248138833835,916.5157079433652,87.18505707921713,0.10512701657459762,0.5781407326760288
201,brak churnu,0,3040.990054541914,421.61034028788055,2981.492259316174,-59.49779522573999,-0.019565271230294296,-0.1411203415578332
202,brak churnu,0,975.7608629480103,129.9533474322242,832.3837988441786,-143.37706410383169,-0.1469387321711744,-1.1032964285787903
203,brak churnu,0,614.6353994858091,153.4818427773644,742.7087253229729,128.0733258371638,0.20837284338700182,0.8344526200597074
204,brak churnu,0,598.1382837442965,171.28097976063285,531.401442817363,-66.7368409269335,-0.11157426759104326,-0.38963369441369966
205,brak churnu,0,869.0256741565905,254.67250802931585,945.1833743620392,76.15770020544869,0.08763573099190826,0.2990417018105544
206,brak churnu,0,1536.4931761357639,389.7731363205729,773.9792722797532,-762.5139038560106,-0.4962689816649308,-1.9563018402296284
207,brak churnu,0,841.7756645330559,207.01279394943546,969.1761882327531,127.40052369969726,0.15134735900255328,0.6154234299683712
208,brak churnu,0,2457.268314312195,474.055021141779,2139.453461855471,-317.8148524567241,-0.12933665021667873,-0.670417648338067
209,brak churnu,0,444.96694977583263,111.81256888307117,457.909884872281,12.942935096448366,0.029087407734369516,0.11575563664925308
210,brak churnu,0,1763.160654221427,528.9040104300531,1498.337377030163,-264.82327719126397,-0.15019804154386834,-0.5007019647590412
211,brak churnu,0,1238.0901283296394,192.32339559035773,1369.964943272866,131.87481494322674,0.10651471320682018,0.6856930460198175
212,brak churnu,0,3061.6002187971903,900.1964267932726,2798.773840487383,-262.8263783098073,-0.08584608032627584,-0.29196558716197235
213,brak churnu,0,794.5665518579103,130.25732572115155,756.2610336882022,-38.30551816970808,-0.048209326305190515,-0.2940757301567103
214,brak churnu,0,1307.8552466494243,206.33949801757956,943.0438330277748,-364.81141362164954,-0.27893867808096856,-1.7680154169540947
215,brak churnu,0,1288.5182249365455,246.40766204141002,1559.6900536635785,271.171828727033,0.2104524588624947,1.1005007980695878
216,brak churnu,0,1190.1209052290258,227.49044722608434,1213.9889304324115,23.86802520338574,0.020055126414902022,0.10491880206145643
217,brak churnu,0,563.9816140924785,147.47989670840556,718.5653313109285,154.58371721845003,0.2740935402073272,1.0481680599769474
218,brak churnu,0,803.2304758131125,171.09092056233328,848.1087776829746,44.87830186986207,0.05587225985721176,0.26230674148200417
219,brak churnu,0,831.8949426063097,229.97108456272124,1206.1200569439482,374.2251143376385,0.4498466034247052,1.6272702937815389
220,brak churnu,0,146.40078627869525,19.963186370751917,138.95616531649972,-7.444620962195529,-0.05085096297245021,-0.3729174703845199
221,brak churnu,0,1726.7881015664054,330.7872930573972,1686.9255907772888,-39.86251078911664,-0.02308477267879975,-0.12050798693225442
222,brak churnu,0,661.1904681715139,178.7754876566239,331.39337779518854,-329.79709037632534,-0.49879286869993933,-1.8447556468690514
223,brak churnu,0,1398.0774560867924,327.5514567509232,1752.9026399249494,354.82518383815705,0.2537950828785337,1.0832654733328613
